,Review,sentiment_label
2205,"На первых месяцах работы все было прекрасно. Был доволен. Через 7 месяцев начались проблемы: зависания, пустые смс при перезагрузке. Когда кончился срок гарантии, началось само веселье: непроизвольные отключения и нежелание включаться подолгу. Есть риск в влюбой момент остаться без смартфона. Что у меня и произошло.",neutral
1243,"Сам по себе датчик приближения работает, но стоит обновить телефон - начинается цирк, экран активен при разговоре, будильник выключается только выключением самого аппарата, и т.д. Покупала в фирменном магазине, два раза сдавала в сервис, после 2х месяцев ремонта получила абсолютно нетронутый мастерами телефон! глюки лечатся путем отката прошивки до заводской версии, главное потом не обновляться!",positive
16,"Покупали сразу два - черный и золотой. Пользуюсь айфонами с модели 3g и могу сказать что 6 - реально лучший айфон. Чего нельзя было сказать, к примеру, о 5 и 5S. Очень тонкий, приятный монолитный корпус со скруглёнными гранями, отлично лежит в руке. К размерам после предыдущих моделей привыкаешь за пару дней, и они уже кажутся очень мелкими. Такой размер экрана - идеальный, и не слишком большой, и не слишком маленький, как на айфоне 4. Реально айфон 4 после этого - как спичечный коробок. очень хороший громкий звук, отлично ловит сет, выдает прекрасную производительность, можно спокойно рубиться в WOT без каких либо лагов. за несколько месяцев - ни одной царапины и потёртости несмотря на использование без чехла. НЕ гнётся. Проверено на собственных джинсах.))В общем, лучший смартфон на рынке, каждый раз берешь его в руки и чувствуешь настоящую качествнную вещь.",positive
3120,Все таки Сони делает качественно,neutral
815,"купил в салоне офиц продаж, пользуюсь две недели. до lg был samsung galaxy s2 более двух лет. 
Отслужив верой и правдой, на самсунге умер мини юсб порт - встал вопрос нового телефона. к любой технике подхожу серьезно, выбираю долго. Выбирал между гэлэкси с4 и лг г2, выбрал второй, потому что:
- железо. 
самсунг уже на полгода устарел, в лг стоит топовый процессор. 
к быстродействию вопросов нет, лаги (подвисания на полсекунды) в тяжелых приложениях бывают, но это проблема андроида, а не телефона
- автономность телефона! на моем прошлом самсунге с оригинальной батареей  увеличенного объема 1850 мАч телефон никогда не доживал до конца дня (музыка + пару игр на полчаса-час + интернет сёрфинг). а лг поразил - с выкрученной на максимум яркостью пользуюсь в хвост и гриву в течение всего дня (1 сериал 23 минуты + две тяжелые игры в метро на 1 час + 2 часа музыки + 15-20 выховодов в интернет в течение дня), батарея к ночи остается на 20%! плюс поражает автономность в режиме ожидания. телефон с 100% батареей в 12 ночи к 7 утра показывает 96%. а также нравится быстрая зарядка - два часа и телефон полностью заряжен. поэтому в отношении батареи лг явный фаворит среди андроида.
многие списывают в минус отсутствие съемной батареи, но она тут нафиг не нужна.
- отличный экран. полный фулл хд после второго гэлекси очень впечатлил, яркость, цвета, четкость. разница между amoled и ips фактически не видна, потому что на гэлэкси стояла матовая пленка. поначалу я беспокоился о 5.2"", что может выглядеть крупно, но за счет тонких рамок, размеры телефона такие же как у htc one. 
- камера. это полноценный камерофон - на отдыхе можно не парится с мыльницей, на лг качество снимкой отличное. качество снимкой сравнимо с с4, но у лг есть оптическая стабилизация, которая действительно работает, очень удобна при съемке видео, особенно при 60 кадров/сек.
- цена! дешевле с4
НЕ понравилось: не топовый андроид, глянцевый корпус, миниджек снизу (непривычно), двойной тап иногда срабатывает не 1 раза",positive
3067,"Асус меня подвел, хотя до этого другая модель  служила по-лучше, была похищена. Этот буду использовать в качестве power bank. Покупаю Хонор. Жаль 15000, не стоил того однозначно, да и по нынешней цене не советую.",neutral
959,"Сначала все было хорошо. Потом начались проблемы. Как уже писал смс, камера долго открывается, 3-4 секунды, долго. Кое как настроил вайфай. При родном домашнем экране жуткие тормаза. Слегка разачарован, телефону всего 6 месяцев, а уже хочу поменять, к сожалению. Если б средства позволяли поменял бы сразу. Ну может только у меня такие проблемы. Еще оперативки маловато. Неделю назад рутировал, стало лучше. Родной домашний экран особо уже не тормозит, смс тоже вроде лучше, камера правда долго открывается. Единственное, что до сих пор раздражает ,это кнопки звука, очень не удобно. Кнопкой включения редко пользуюсь, так как двойной тап и включает и выключает экран.",positive
225,"Купила данную модель зимой этого года. Довольная,как слон))  Очень шустрый,яркий. Из минусов-довольно быстро появились потертости на задней крышке телефона, иногда может зависнуть,но не особо напрягает. Достаточно дорого обойдется ремонт,если вы его разобьете. У меня ремонт выходит в 3000 тысячи",positive
3354,"Как я уже писал, подвоха можно ждать отовсюду. Вы можете оказаться внезапно недоступны для всего мира (ношу второй телефон), внезапно может разрядиться аккумулятор. По этой причине - зарядки у меня везде - на работе, в машине... Зависает - спасает только вынимание батареи. 
 Зачем купил? Хотел попробовать что такое Андроид. Попробовал. Задумка неплохая, но работать и работать еще. По этой же причине еще не выкинул его на помойку, не вижу смысла платить за новый телефон огромные деньги, в котором исправлена лишь пара багов по сравнению с моим. Вот продолжаю эксперимент - надолго ли его хватит, заодно и моего терпения. Ну а кто думает такой телефон купить - ни в коем разе не рекомендую",positive
2485,"В целом покупкой доволен. Для рядового пользования, без постоянного серфа интернета и многочасовых игр телефон более чем хорош. Очень радует время, на которое хватает заряда и скорость этой самой зарядки аккумулятора. После полугода использования стал периодически подглючивать - не критично, но немного напрягает. Перезагружать ещё не приходилось ни разу - просто выходил в главное меню и проблема решалась.",neutral
562,"У меня 32 GB Black, Задняя крышка хоть и глянцевый пластик, но с красивым рельефом и имеет приятный слабый оттенок синеватости. Протестировал разряд аккумулятора, разряжал от 100% до 5% заряда, на 50% яркости и 50% громкости в наушниках, игра GTA III - 3 часа 12 мин (на максимальной графике);
Отличный аппарат, нисколько не разочарован, Рекомендую!",positive
3436,"Телефон бомба. Все на нем летает. Не греется совсем. Аккумулятора  хватает  на рабочий день. Если играть, то на несколько часов. Заряжается быстро, даже если играть при этом. Лучше чем Mi8 тем, что есть беспроводная зарядка. По камере вопросов нет, мне хватает.",positive
1693,"Кому что надо. Если звонить плюс почта плюс навигатор, по без проблем. В игрушки не играю..",positive
1045,"В Apple окончательно решили не заморачиваться, делая незначительные изменения в телефоне, выдают эти изменения за инновации. На этот раз скопировали не только функционал, но и дизайн. Цена и была неадекватно завышена, а после скачка курса так и говорить об этом не приходится. Многие скажут, что и HD разрешения будет достаточно для такой диагонали, может так оно и есть, но аппарат позиционируется, как топовое решение, а в итоге получаем банальную экономию производителя, ведь что произойдёт с временем работы, если увеличить до FHD?! 1 гб оперативки тоже прошлый век! И не надо рассказывать сказки про великолепную оптимизацию iOS, чудес на свете не бывает, этого мало. Те кто скажет, что их не волнуют технические характеристики смартфона, главное чтоб он хорошо работал, телефон за 5000 будет так же хорошо работать, а отдавая (выбрасывая) 55000 нужно думать головой и понимать, что этих денег данный телефон просто непросто не может стоить! Про удобство использования стоит отметить, что больший по размерам Note 4 гораздо лучше лежит в руке и пользоваться им сподручнее.",positive
3446,"Обученный опытом пользования прошлых телефонов пишу отзыв спустя уже месяц. За это время на этом, не таком уж дешевом телефоне обнаружились серьезные ошибки и глюки. Самое неприятное и частое - это потеря мобильного интернета. Обычно после выхода из сети вай-фай или выхода из метро. Такое прощалось на Микромаксе за 7тыс. но на телефоне за 30тыс не приемлимо. Лечится включением секунд на 10 режима полета. Также часто перестает отвечать Ю-туб , потом выкидывает из приложения вовсе. Возможно некорректно работает само приложение. Один раз пришлось перезагрузить телефон, когда перестал реагировать экран. Также из серьезного - не точно показывает местоположение (как отдельно через GPS так и всеми сетями вместе)Телефон конечно радует скоростью работы, внешним дизайном, экраном, но своей цены явно не стоит. Во многом из-за этих глюков, которых уже нет на многих телефонах дешевле этого.",positive
954,"Иконки, заводские темы не понравились.Но хорошо ,что можно скачать и поменять иконки в lgsmart. После самсунга тяжело привыкаю к lg.И цена повысилась на него в декабре необоснованно. Кстати в магазинах на него нет аксессуаров. Чехлов нет,даже плёнок. Нужно искать в интернете.А так вроде неплох,посмотрим. Самое приятное это LTE",positive
2735,Ждем официального признания брака экрана и отзывную компанию.,neutral
4599,"Покупала в 2014 году. Еще живой, несмотря на десятки падений.",positive
1218,"Пользуюсь 2 года. Почти всем доволен. Отличный стильный телефончик с самым удачным размером экрана. Подводил только во время навигации - слетает GPS и потом не находит спутники, приходится перезагружать (может дело в толщине моего лобового стекла или крепежа). Камера ниже среднего, нормально снимает только при дневном ярком  свете. Много приложений не накачать - 4GB памяти из них 2GB заняты сервисами системы. Переноса на карту памяти не предусмотрено. Спасает только программы очистки. Крепкий, ронял 2 раза на каменную плитку - ни царапины. Не висит, не глючит. Фунционален. Удачная модель, но требует вышеупомянутых в недостатках доработок. Жаль, что следующие модели Sony этого класса идут в виде ""лопаты"" и без фирменного светового индикатора... Ставлю твердую четверку.",positive
1527,"Тормознутый. Пока разочарована. Цена с такими недостатками явно завышена, хотя может это только мне такой попался(((",neutral
3987,Очень порадовала производительность и автономность.,positive
1300,"Жаль, что на маркете так много промо-отзывов, которые только путают несчастных потребителей.
Полтора года назад купил за 11тр HTC desire на две симки - не было вообще никаких проблем. Неприятно, что Сони позволяет себе такое. Я, например в серьезных размышлениях - хотел перейти на Сони целиком, думал о Вайо самом легком, но теперь это все под большим вопросом, увы. Эппл не хочется из-за ""противостадного чувства"")
Да, и, кстати, этот джелли бин ужасен по сравнению с предыдущим.
Например, вы кому-то позвонили. потом позвонили вам. потом вы вошли в звонилку и нажали вызов - как вы думаете, куда будет звонить телефон? последнему номеру? неа, последнему номеру, который набирали вы! и еще - если вам десять раз звонила Марина, то весь журнал входящих будет забит Мариной. Еще и непонятен алгоритм, по которому гаснет, наконец, уведомление о пропущенных, висящее сверху в строке сообщений... в июле, вроде, можно будет обновить до китката.

По поводу работы двух сим. Это вообще не проблема: даже если нет специальной функции, как в этом телефоне, вы просто устанавливаете на каждую сим переадресацию на другую. Таким образом, даже при одном передатчике, если вторая сим не в зоне - то звонок передается на вторую сим и выглядит на экране, как второй входящий.",positive
160,"Покупала год назад, не дорогой был вариант. Если использовать только для разговоров - батареи хватает дня на 3-5, а вот при использовании интернета или приложений - максимум сутки.",positive
4067,Довольна на все 100%.,neutral
956,"Купил жене, но уже ищу новый - она скорее всего разобьет его об стену... Сознательно брал LG, поскольку их техника всегда радовала - все телевизоры, планшеты, да и телефон G2. Брать G3S  не рекомендую. За эти деньги найдете намного более достойные аппараты!",positive
3791,"Взяла в июне этого года. первая покупка без предварительного анализа и неудачно. Взяла на замену Флай эра Лайф (хороший, рабочий гаджет). Этот же невероятно тупой. Чтобы закончить разговор, нужно палец ""приклеить"" на кнопке сенсора. Приложения открывает долго, стал глючить и зависать, спасаюсь перезагрузкой. С самого начала камера стала глючить при сохранении снимков, просто пустые файлы. Спасение все та же перезагрузка. Звук средний. Греется. При длительных разговорах ухо даже жечь начинает. При низком уровне батареи общаться в сети невозможно, чувствительность сенсора умирает. 
В общем впечатление не ахти. Теперь думаю, кому справить этот, и присмотреть другой",positive
3234,Я доволен аппаратом. Считаю что это лучшее соотношение цена/качество. Берите-не пожалеете.,positive
2869,"Отличная модель за свою цену. Яркий, красивый, приятный дисплей, приятный дизайн. Работает очень шустро, не тормозит, игрушки тянет хорошо. Но как сказано выше - инженеры просто гении - так расположить кнопку! Если у вас узкий карман, то наверняка из-за этой выпирающей кнопки телефон будет включаться и жить своей жизнью. Аккумулятор вполне обычный, хватает при активном использовании на день. Телефон хорошо принимает WiFi и 4G, и GPS работает точно, что очень радует! 
В целом - телефон офигенный за такую цену, советую.",positive
3777,"Подарили на Новый год был очень сильно рад,в целом телефоном доволен.",positive
4433,"Пока одни расстройства. Восстановить правильно данные с прошлого телефона 640xl, не удалось. При восстановлении грелся как Печка, думал закипит. Был сильно горячим как с задней крышки, так и со стороны стекла. Даже родные программы не обновляются, если заблокирован экран. Отказался принимать правильно сеть (интернет практически не работал). Не смог подключить wi fi. Всегда выдавал ошибку пароля. В итоге откатился к заводским настройкам. И начал все с чистого листа.  Вообщем пока не советую брать, по крайней мере пока не будут решены проблемы с ПО и нагревом батареи.",positive
2961,"Перешел на это смартфон с флагманского LG G4, который покупал в 2015 году за 32 тыс. руб. Pocophone F1 128Гб приобрел по акции за 22990. Он оправдывает каждый вложенный в него рубль, аппарат - просто ракета в плане производительности, что в интерфейсе, что в приложениях, что в играх. Пока не заметил ни малейших лагов или подтормаживаний, всё летает. Из минусов, как я отметил  - посредственная камера, после великолепной даже по сегодняшним меркам камеры в LG G4 камера Покофона огорчает. Но ситуация немного лучше на новой прошивке и с GoogleCam. Ждем стабильного порта.Пластиковый корпус (у меня черный, хотя на самом деле это серый, вариант) выглядит отлично, ни капли не дешево. И более практичен, чем стекло. Хотя я все равно купил чехол от Ниллкин, а также их защитное стекло. Выглядит отлично, мне нравится. На фото видно.Модуля NFC нет, но я им и в G4 не пользовался никогда, хотя он там был. Так что мне этот недостаток не важен.",positive
2200,"Пришла пора менять свой неубиваемый ""Флай440 энерджи"". Чего я только с ним не вытворял. Одних прошивок протестил штук десять,И в среднем неделя без зарядки в неактивном пльзовании. Но стал маловат экран и 512 оперативки...
Выбор на замену состоял из OnePlus,НуавеяХонор6 и СамсунгаС4, С5, или ждать выхода Р8-го. Чуть не взял себе ЛыжуД274 (он подешевле и с 1 гигом оперативки)
Крепился, крепился и в итоге остановился на ХуавееР7. Дороговат конечно для меня, в Китае заказывать стремно, купил в магазине.
Это просто праздник какой-то. Красавец. Изящный, тонкий, легкий. 5 дюймов экран-самое то. Гибрид айфона и самсунга удался. Чехол возьму у китайских товарищей. Поспешил отрезать симку, а она оказывается не поддерживает ЛТЕ, ибо устарела. Пришлось менять в салоне.Хотя авторежим поиска и выбора сетей быстрее жрет батарейку. (хотелось бы поёмче, конечно) )Поэтому поставил предпочтение на 2G. Мобильным инетом не пользуюсь.
Руки чешутся рутануть. Мне не нужны эти все сервисы от гугла. Но годик гарантии потерплю уж. Пока поставил супер-прогу LBE секьюрити, я к ней еще на Флае привык...
Советую к покупке, надеюсь проживет долго. И уж года три Р7 будет сравним с флагманами. Китайцы постарались, чего уж там)",positive
98,"отличный телефон, больше всего радует стабильность у устройств apple, до этого использовал iPhone 5s более 1 года, потом отдал его маме, за 1 год аппарат ни разу не подвис, не износился, (использовал его без чехла и всяких плёнок), сейчас ему уже 2 года все так=же стабильно. 6ым пользуюсь уже год, неподвел  ни разу.  Качество сборки отличное, ранял его 2 раза одни раз с высоты примерно 1.2 метра на кафель, ничего не треснуло. батарея держится шикарно в среднем хватает на полтора дня при активном использовании, в ожидании хватит дня на 2 с половиной, при постоянно включённом 4g с переходом на wifi. Для тех у кого проблема с быстро садящейся  батарей совет: надо перейти в настройки - конфедициальность - службы геолокации, спуститься в низ до вкладки системные службы, и отключить там: геолокационные aid, геопредупреждения, калибровка компаса, диагностика и использование, маршрутизация и трафик, популярное рядом! Тогда батарея будет держаться на 60?ольше",positive
2557,"Пользуюсь полтора года.Купил в апреле 2015 года за 27000.Начитался отзывов о браке материнской платы.Но мне наверное повезло.Все работает отлично.Обновлять андроид не стал.Зачем?Если и так все хорошо работает. Камера так себе...По обзорам думал что будет все отлично.Увы.В итоге из-за плохой камеры купил себе второй телефон Samsung Note 5.В том камера прекрасна. Но K920 остался любимым смартом. Экран больше, удобнее читать книги, инетить, смотреть фильмы.Сейчас цена около 12000 рублей. Всем советую кто хочет красивый брутальный смартфон. Лучше за такую цену просто нет.",positive
3183,"Советую что еще сказать. LG прогрессирую все бол ше и больше на рынке. еще приятная неожиданность должна в ближайшее время выйти андроид айс крим для моего фона) покупал в свое время за 23890)
Рекомендую к использованию!) Кстати уже на подходе оптимус 4х))",neutral
253,"на самом деле не сильно отличается от предшественника в лице Prestigio MultiPhone 4044, разве что наличием более крутого граф процессора. А так плюсы все те же - быстрый двухядерный проц, не позволяющий зависать система почти ни при каких обстоятельствах. Хорошая камера. наличие двух симслотов, отличный экран с хорошей цветопередачей. Игры зато идти быстрее будут",positive
3923,"хотел купить себе Q-ку на 2/16, потом подумал, что для меня объем памяти маловат, уж много информации храню в своем смартфоне и как известно, чем меньше памяти остается в устройстве, тем медленнее он работает. Вот и купил Q6+ с оперативкой в 4 и встроенной в 64 Гб. Что в мне в смартфоне нравится, он действительно работает ровно и без тормозов, при больших нагрузках не греется. Плюс можно расширить память, так как там три слота. Смартфон легко разблокируется по лицу. Что хорошо, смартфон имеет закругленную эргономику и рамку в виде Н, что повышает шансы при сильных нагрузках остаться без поломок. В комплект идут игры от одного из ведущих производителей компьютерных игрушек. Игры очень интересные, мне понравились, особенно косарик (вернее целых три на разные игры) на игровом счету нравится)))",positive
4199,"хотела взять айфон и взяла соню, честно, довольна покупкой. очень удобный и практичный телефон, несмотря на его размеры, удобно лежит в руке, долго держит зарядку, интернет летает, задняя камера суперская, несмотря на то, что передняя подкачала..",positive
1445,"Купила, использую месяца три. Сначала хотела приобрести планшетник, т.к. нужен инет постоянно под рукой, но решила взять эту модель, о чем не жалею. По сути планшет в кармане. Как я не пыталась его нагрузить, не тормозит. Навигация в нем работает в 2 раза быстрее, чем в моем навигаторе в машине. GPS реально впечатляет своей скоростью. До этого был телефон Nokia, так он при включении навигатора сразу начинал перезагружаться. Качество камеры как у хорошей мыльницы, скажем так, а брать что-то мощнее на данный момент никакого смысла для меня вообще нет. Не забывайте про преимущества андроида. Открытость и т.п.
Самое главное для меня: мобильный интернет 3G очень хорош на нем. 
Батареи хватает надолго при интенсивном использовании интернета и частых звонках. На день спокойно хватает с запасом еще. Пленку наклеила. Пока проблем нет. Ношу в кармане без лишних предметов там же (типа ключей), которые могут поцарапать. Без чехлов и т.п. Но зато он настолько тонкий, что даже в джинсах очень удобно (передний карман, разумеется). 
Сравнивала с другими аналогичными моделями: шустрота имеет значение)). И весьма большое. Более не надо. Для моих нужд выше крыши. И как-то прихожу к выводу, что деньги потрачены не просто так, а реально с пользой, выгодой и весьма разумно.
Без фанатизма скажу так: LG молодцы. Я что ожидала увидеть и получить в устройстве- все так и было. Без обломов и разочарований.
И последнее, субъективное: чисто тактильно и визуально очень приятен для меня.",positive
1648,"Люди, не покупайте этот телефон!!",positive
3991,"Сенсор отпечатка срабатывает насовсем сразу, надо нажать и чуть подержать. Сони как всегда камера топ а вот ПО на неё делать так и не научились, могут и лучше. 960 кадров снимает всего 0,2 секунд, что маловато и попасть сложно в тот самый кадр который хочешь снять",positive
1696,"Гадость редкостная!Такой ерундой надо торговать у метро а не в салонах сотовой связи.В мире есть 2 производителя тел-Самсунг и Яблоко.Шаромыжникам из HTC пора сворачивать своё юродство и идти собирать рис или делать""бомж-пакеты""-может это у них лучше получится!!!",positive
3191,"Телефон взял в январе 2012. Через пару месяцев появилась прошивка до версии 2.3.4 (сам телефон был с прошивкой 2.2). Обновился вообще без проблем.
Единственный косяк на прошивке 2.3.4 - GPS не работал (на 2.2 всё норм). Но это довольно-таки поправимо, так как дело в прошивке.
Устал ждать официального обновления до 4 версии Андроида - которое ещё и не понятно, будет или нет, поэтому, пока что пользуюсь CyanogenMod 9.
Вскоре обещают сделать и 4.1 Андроид, что есть очень хорошо)На CyanogenMod 9 не работает видео, камера фотографирует отвратительно, HDMI тоже не работает. Тормозит видео. Но это всё из-за того, что нет драйверов для 4.0Качество связи нареканий не вызывает. Если и были раньше какие-то проблемы, то все они ушли после замены Baseband.
Пока что в игры можно играть. Но, как я сказал выше, не от Gameloft - они, похоже, забили на Tegra 2, так как стали нещадно урезать графику и плохо оптимизировать. Тот же Бэтмен или Asphalt 7 вышли настолько ужасными по графике, что и сказать нечего. А оптимизация - это вообще ужас.
А вот GTA 3 или Max Payne работают без проблем. Просто прекрасно они работают, если честно. 
Mass Effect Infiltrator тоже летает. 
Dead Space летает. 
Dead Trigger с эффектами Tegra 3 - летает.
Plants Vs. Zombies я полностью прошел, наверно, раза 4 - отлично идет на любой версии Андроида.Новый лаунчер LG UI 3.0 получился неплохим. Пользовался им около месяца. Но сейчас перешел на Atom, так как там очень неплохая темка есть, и виджет батареи с часами)Что ещё. Вспышку от камеры можно без проблем использовать, как фонарик. Светит очень ярко. 
Музыка играет без проблем. Тут зависит от прошивки и плеера. Спокойно слушаю музыку в формате FLAC.
Браузер работает без нареканий. Что стоковый, что сторонние. Но тут не от телефона зависит. Сейчас использую Dolphin. Всё прекрасно.
Ролики на Ютьюбе показывает без проблем.
Скайп работает. При чем работать могут обе камеры.
Дальше писать не могу-лимит. В целом, телефоном доволен!",positive
1154,"покупала эту модель в январе 2016года. перешла с 5го айфона. захотелось большой экран и качество камеры. первые месяца два все было замечательно, но потом стало дико раздражать то, что нельзя удалить этот встроенный софт от асуса (только поставив рут-права) который постоянно запрашивает обновления, что-то устанавливает и закачивает. через месяца три начались подтормаживания, подвисания..смартфон стал чаще ""задумываться"", хотя я на него не ставила огромную кучу программ и память не забивала под завязку (стандартные мессенджеры и браузер, без игрушек).ужасно неудобно то, что в контактную книгу подтягиваются контакты со всех мессенджеров и соцсетей (можно откл., но после обновлений эта настройка слетает и надо ставить по новой). слабый аккумулятор. при немаленьких размерах телефона приходилось постоянно таскать с собой еще и аккум. маленький выбор чехлов. неудобная качелька громкости на тыльной части телефона (так и не смогла привыкнуть). слишком много танцев с бубном, чтобы настроить.",positive
2255,"Пол года, цена ~ 10000, до него был филипс, продержался 1 год и возникла проблема с зарядкой или аккумулятором или контроллером аккумулятора цена ~10000. Итого за 1,5 года я за смартфоны отдал 20 000, да за эти деньги можно уже флагманов брать которые живут дольше.",positive
1682,"Когда его брал он был одним из единственных двухсимочников на Android 4, что и определило выбор. Все бы ничего, если бы не подлагивал интерфейс, особенно жутко бесит когда никаких левых приложений не запущено, а при этом в ""звонилке"" при нажатии на кнопку ""вызов"" он притормаживает (бывает даже по 5-10 сек думает), видимо сказывается недостаток оперативной памяти.",negative
3170,"Вывод: телефон хороший, берите не пожалеете, особенно, если учесть его небольшую цену.",positive
2056,"В целом хорошо, но баг со звонками растроил. Надеюсь что эта проблема только у меня",negative
